Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 139,2. Anderson bridge is a modified form of ________,a) WheatstoneÕs bridge,b) Maxwell bridge,c) Kelvin double bridge,d) Schering bridge,b,Explanation: The AndersonÕs bridge is a modified form of MaxwellÕs bridge which is used for the measurement of self-inductances in terms of a standard capacitance value. Wheatstone bridge and Kelvin bridge are used for the measurement of medium and low resistances respectively.
Question 140,3. AndersonÕs bridge is basically used for  ________,a) measurement of capacitance,b) measurement of resistance,c) measurement of inductance,d) measurement of voltage,c,Explanation: AndersonÕs bridge is used basically for the precise measurement of self-inductances in terms of a standard capacitance value over a wide range of values.
Question 141,4. Balance equation for computing the inductance is ________,a) Lx = R3 R5,b) Lx = CR5,c) Lx = CR3,d) Lx = CR3 R5,d,"Explanation: The balance equation for computing the self-inductance in an AndersonÕs bridge is given by the equation, Lx = CR3 R5.where, C is the standard capacitance	R3 and R5 are the known non-inductive resistances."
Question 142,5. Balance equation for computing the resistance is,a) R1 = R2 R3ÚR4,b) R1 = R2 Ú R4,c) R1 = R3 Ú R4,d) R1 = R2 R3,a,"Explanation: The balance equation for computing the resistance in an AndersonÕs bridge is given by the equation R1 = R2 R3ÚR4.where, R2, R3 and R4 are the known non-inductive resistances."
Question 143,"8.	AndersonÕs bridge is used for the measurement of ________",a) capacitance,b) resistance,c) inductance,d) impedance,a,Explanation: AndersonÕs bridge is used for the measurement of capacitance. Unknown capacitance value can be measured accurately in terms of the self-inductance of one of the ratio arms of the bridge.
Question 144,"11.	Bridge balance equations are ________",a) easy to derive,b) independent of the components,c) complex in nature,d) real in nature,c,Explanation: An AndersonÕs bridge is basically used for the measurement of unknown capacitance value in terms of the self-inductance of one of the ratio arms. It consists of real as well as complex terms. It also comprises of star-delta equivalent networks for impedance computations. 
Question 145,"12.	Components in an AndersonÕs bridge are ________",a) less,b) zero,c) intermediate,d) more,d,"Explanation: An AndersonÕs bridge is a complex type of bridge used basically for the measurement of unknown capacitance. It consists of several resistances, inductances and capacitances in the ratio arms."
Question 146,"13.	AndersonÕs bridge ________",a) canÕt be shielded,b) can be fully shielded,c) can be partially shielded,d) can be shielded based on the components used,a,Explanation: An AndersonÕs bridge is a complex circuit and a modified form of the Maxwell bridge. An AndersonÕs bridge cannot be shielded due to the presence of an additional junction point.
Question 147,"14.	What is the significance of Anderson bridge with respect to Q factor?",a) difficult to balance the bridge,b) easy to balance the bridge,c) intermediate balance can be achieved,d) no balance can be done,b,Explanation: An AndersonÕs bridge is a modified form of the Maxwell bridge and is used for the measurement of unknown capacitance in terms of self-inductance of a standard value. It is easy to achieve balance condition in an Anderson bridge.
Question 148,"15.	An AndersonÕs bridge can be used to ________",a) measure mutual inductance,b) measure impedance,c) measure self inductance,d) measure stray capacitance,c,Explanation: An Anderson bridge can be used for the measurement of the self-inductance of a coil.  A coil with unknown capacitance can be used to determine its self-inductance by making use of an Anderson bridge. 
Question 149,2. Schering bridge is used for _________,a) low voltages only,b) low and high voltages,c) high voltages only,d) intermediate voltages only,b,Explanation: Schering bridge is used for both low as well as high voltages. A particular bridge connection is used for low voltage. High voltages employ the use of a different type of Schering bridge. 
Question 150,3. Power factor of a Schering bridge is _________,a) p.f. = sin_x = ZxÚRx ,b) p.f. = cot_x = RxÚZx ,c) p.f. = cos_x = RxÚZx ,d) p.f. = tan_x = RxÚZx ,c,"Explanation: The power factor of the RC combination in a Schering bridge is given by the relation  p.f. = cos_x = RxÚZx .where,Rx is the series resistanceZx is the series impedance comprising of Rx and Cx."
Question 151,"4. For phase angles close to 90¡, the power factor of the bridge is _________",a) p.f. = _Rx,b) p.f. = _Cx,c) p.f. = Rx Cx,d) p.f. = _Rx Cx,d,"Explanation: When phase angle reaches 90¡, reactance equals the impedance and the power factor of the bridge is calculated using the relation,"
Question 152,"5. For a series RC circuit, what is _?",a) voltage between series RC combination and C,b) voltage between series RC combination,c) voltage across C,d) voltage across R,a,"Explanation: In a series RC circuit, _ refers to the angle between the series combination of Rx, Cx and the voltage across the capacitance Cx. _ is also known as the loss angle."
Question 153,6. What is the expression for the loss angle?,a) tan_ _ = _R4,b) tan_ _ = _R4 C4,c) tan_ _ = _C4,d) tan_ _ = R4 C4,b,"Explanation: The expression for the loss angle can be computed as the ratio of the tangent of the voltage drop across resistance Rx to the voltage drop across the capacitance Cx."
Question 154,7. Quality factor is given by the expression,a) Q =  1ÚR,b) Q = R,c) Q = XÚR,d) Q = XR,c,"Explanation: The quality factor the Schering bridge circuit is defined as Q = XÚR.where, X = 1ÚwC is the capacitive impedance."
Question 155,9. Commercial Schering bridge can be used for the measurement of capacitances,a) from 10pF to 0.1nF,b) from 100pF to 1_F,c) from 50nF to 10mF,d) from 25mF to 5F,b,Explanation: Commercial Schering bridges are used for the measurement of capacitances in the range of a few pico farads to a few micro farads. Accuracy varies in the range of Ð2% to +2%. 
Question 156,10. A Schering bridge can be used for the,a) measuring voltages,b) measuring currents,c) testing capacitors,d) protecting the circuit from temperature rises,c,Explanation: A Schering bridge can be used with both low voltage as well as high voltages. A Schering bridge is basically used for the measurement of small capacitances at low voltages with high precision.
Question 157,2. How is high voltage obtained?,a) by using a step up transformer,b) by using a high voltage source,c) by using a step down transformer,d) by using a high current source,a,Explanation: High voltage supply for a Schering bridge is obtained by making use of a step up transformer. The frequency for the high voltage supply used in a Schering bridge is 50 Hz.
Question 158,3. The detector used in a high voltage Schering bridge is _________,a) tunable circuit,b) e.m.f source,c) vibration galvanometer,d) headphone,c,Explanation: A high voltage Schering bridge is used for the measurement of low capacitance values at high voltages. A vibration galvanometer is used as a detector in a high voltage Schering bridge.
Question 159,5. How are the inter-capacitance errors minimized?,a) by separating the plates of the capacitance,b) by using earthing,c) by reducing the area of cross section of the capacitors,d) by increasing the distance between the capacitor plates,b,"Explanation: In a high voltage Schering bridge, errors due to inter-capacitance between the high and low impedance ratio arms can be eliminated through earthing screens. "
Question 160,6. How to minimize the effect of earth capacitance?,a) by increasing the supply voltage,b) by using a series resistance,c) by using a Wagner ground connection,d) by using an inductor across the circuit,c,"Explanation: In a high voltage Schering bridge, the effect of earth capacitance on the circuit including the galvanometer and the contact leads is minimized by making use of a Wagner ground connection."
Question 161,7. What is the effect of breakdown of high voltage capacitor?,a) No effect,b) voltage drop across the circuit reduces,c) circuit components rupture,d) a high voltage appears across the branches,d,"Explanation: In a high voltage Schering bridge, a very high voltage appears across the branches when the breakdown of high voltage capacitor occurs. This is prevented by making use of a spark gap across the branches involved."
Question 162,8. What is dependence of frequency on the balance equation?,a) independent,b) varies by a factor of 2,c) depends on the supply magnitude,d) depends on the detector used,a,"Explanation: In a high voltage Schering bridge, the balance equation does not depend on the frequency of operation of the circuit. A detector is only used for detecting the balance condition in a bridge circuit."
Question 163,1. Maxwell inductance capacitance bridge can be used for _________,a) measurement of inductance,b) measurement of capacitance and inductance,c) measurement of resistance,d) measurement of voltage and current,a,"Explanation: A Maxwell inductance capacitance bridge is used for the measurement of inductance by making comparison with a standard capacitance value. Voltmeter is used to measure voltage, while an ammeter is used to measure current."
Question 164,3. Balance equation for computing the value of the unknown inductance is,a) Lx = R2 R3,b) Lx = R2 C1,c) Lx = R2 R3 C1,d) Lx = R3 C1,c,"Explanation: The balance equation for determining the value of the unknown inductance is given by the relation Lx= R2 R3 C1.where,C1 is the capacitance across the resistance R1R3 is a variable resistance and R2 is a fixed resistance."
Question 165,4. Quality factor of the circuit is given by _________,a) Q = _C1,b) Q = _R1,c) Q = _,d) Q = _R1 C1,d,"Explanation: The quality factor of a Maxwell inductance capacitance bridge is given by the relation"
Question 166,7. What is the significance of capacitors in a Maxwell bridge?,a) they are used to block dc,b) they are used to block ac,c) they are cheap,d) they are expensive,c,"Explanation: In a Maxwell inductance capacitance bridge, the capacitors are cheaper when compared to stable and accurate standard value of inductors."
Question 167,8. The bridge balance equation can be written in _________,a) impedance form,b) resistance form,c) conductance form,d) admittance form,d,Explanation: The bridge balance equation for a Maxwell inductance capacitance bridge consists of admittances. This is due to the connection of a capacitance in parallel across the resistance in one of the ratio arms.
Question 168,1. What is the significance of the balance equation on losses?,a) independent of losses in inductance,b) independent of losses in capacitance,c) independent of losses in resistance,d) independent of losses in the circuit,a,Explanation: The balance equation in a Maxwell inductance capacitance bridge is independent of the losses associated with an inductance. According to the balance equation the unknown inductance is computed as Lx = R2 R3 C1
Question 169,3. How can R1 be scaled?,a) by using a scale,b) by using an ohmmeter,c) by calibration,d) by using a galvanometer,c,Explanation: The resistance R1 in a Maxwell inductance capacitance bridge can be scaled through calibration. The value of the Quality factor Q can be read directly through calibration. 
Question 170,5. Bridge can be used for the measurement of _________,a) high Q values,b) intermediate Q values,c) very low Q values,d) low Q values,d,Explanation: A Maxwell inductance capacitance bridge can be used for the measurement of low Q values only of the order of 1 to 10. This is because at high Q factor values the angular balance condition is not satisfied.
Question 171,6. The balance condition is _________,a) is easy to obtain,b) is difficult to obtain,c) canÕt be obtained,d) exists always,b,Explanation: The balance condition in a Maxwell inductance capacitance bridge is difficult to obtain. This occurs due to an interaction between resistance and reactance components in the bridge circuit.
Question 172,7. Commercial Maxwell bridges measure,a) inductances in the range of 1 to 1000H,b) capacitances in the range of 10mF to 1F,c) resistances in the range of 0.001 ½ to 1½,d) power in the range of 1W to 50MF,a,Explanation: Basically a Maxwell bridge is used for the measurement of inductance in terms of known standard capacitance value. Inductances in the range of 1 to 1000H with an accuracy range of ±2% can be measured.
Question 173,"8. At high Q values, the angular balance condition",a) is satisfied,b) is not satisfied,c) is independent of Q factor,d) is partially affected,b,"Explanation: For high Q factor values in a Maxwell inductance capacitance bridge, the angular balance condition is affected. The relation _1 + _4 = _2 + _3 is not satisfied at high Q factor values. This occurs as _4 reaches 90¡. _1 must become Ð90¡ as per the angular balance condition. But for this the value of R1 should be very high, which is not practically feasible.  "
Question 174,"1.	In general bridges consist of __________",a) lumped inductances,b) lumped resistances,c) distributed capacitance,d) distributed impedance,a,"Explanation: AC bridges in general such as Maxwell, Anderson, Schering etc consist of lumped components such as inductance."
Question 175,"4.	Stray capacitance effects can be minimized by __________",a) making use of an inductance,b) connecting a resistance in series,c) shielding and grounding,d) using a galvanometer,c,Explanation: The stray capacitance effects in an AC bridge can be eliminated by shielding and grounding. This method helps in making the stray capacitances constant in value. They can be compensated.
Question 176,"5.	Most popular method of avoiding the stray capacitance effects is __________",a) by grounding,b) by using guard rings,c) by using galvanometer,d) by using Wagner device,d,Explanation: A Wagner earthing device is used in general to eliminate the stray capacitance effects in AC bridges. The stray capacitance effects between the components in the ratio arms with respect to ground can be eliminated through this method.
Question 177,"6.	Wagner device is a ____________",a) capacitance bridge,b) resistance bridge,c) inductance bridge,d) impedance bridge,a,Explanation: A Wagner earth device is generally used for shielding and grounding purpose. It consists of capacitances in the ratio arms along with a series RC combination connected across the ends of the bridge forming a potential divider. 
Question 178,"7.	Which is the guarding arm?",a) parallel RC combination,b) series RC combination,c) resistance R,d) capacitance C,b,Explanation: The series combination of R and C in a Wagner earth device forms a potential divider across the ratio arms. It is also known as the guard arm.
Question 179,8. Bridge is suitable for _________,a) coils with high Q values,b) coils with low Q values,c) coils with intermediate Q values,d) coils with very high Q values,b,Explanation: The Maxwell inductance capacitance bridge is basically used for the measurement of Quality factor (Q) of inductance coils with low Q values.
Question 180,1. Range of an electrical instrument depends on __________,a) current,b) voltage,c) power,d) resistance,a,"Explanation: The amount of current safely passing through the coil of the instrument and the spiral springs. This acts as the leads of the current to the instrument. As a result, the range of an electrical instrument depends on the current."
Question 181,2. Moving coil instruments have a current and voltage rating of __________,a) 100 A and 25 V,b) 50 mA and 50 mV,c) 75 nA and 100 _V,d) 25 _A and 75 V,b,Explanation: Moving coil instruments are designed to function as Ammeters and Voltmeters. They have a maximum current carrying capacity of 50 mA with a voltage rating of 50 mV.
Question 182,3. A shunt is a __________,a) very high resistance,b) medium resistance,c) very low resistance,d) high resistance,c,Explanation: Usually shunt is a very low value of resistance. It is connected in parallel with the ammeter coil. Through this we can extend the range of an ammeter.
Question 183,6. Potential terminals have a __________,a) high current capacity,b) low voltage capacity,c) low current capacity,d) high voltage capacity,c,"Explanation: A shunt is normally a very low value of resistance, connected in parallel with the ammeter coil. In a shunt, the potential terminals have a low current carrying capacity. As a result, a low range ammeter is used to measure the large current. "
Question 184,"7. In case of AC ammeters, shunts consist of __________",a) impedance,b) capacitance,c) resistance,d) inductance,d,"Explanation: AC ammeter shunts comprise of the inductances of the ammeter as well as the shunt. In order to extend the range of an AC ammeter, inductances of the ammeter and the shunt are taken into account."
Question 185,8. What is the effect of the ammeter range on the shunt resistance?,a) no effect,b) varies by a factor of multiplying factor,c) varies by a factor of the resistance,d) varies by a factor of unity,b,"Explanation: We know thatN = 1 + RaÚRswhere, N is the multiplying factor	      Ra is the ammeter resistance            Rs is the shunt resistanceIt is clear from the above equation that in order to increase the ammeter range by N times, the shunt resistance is equivalent to 1ÚN-1."
Question 186,9. A multiplier is __________,a) non-inductive,b) resistive,c) capacitive,d) non-capacitive,a,"Explanation: A multiplier is basically a non-inductive, high resistance that is used to extend the range of a D.C. voltmeter. Multiplier consists of a low range D.C. voltmeter connected in series with it."
Question 187,10. What is the condition for using a multiplier in A.C. voltmeters?,a)  by using ac supply,b) by maintaining a uniform impedance,c) by maintaining a uniform frequency,d) by using a galvanometer,c,Explanation: A multiplier can be used for A.C. voltmeters. The condition to be satisfied is that the total impedance of the voltmeter and the multiplier circuit must be constant for a wide range of frequencies.
Question 188,1. What is a current transformer?,a) transformer used with an A.C. ammeter,b) transformer used with an D.C. ammeter,c) transformer used with an A.C. voltmeter,d) transformer used with an D.C. voltmeter,a,Explanation: A transformer used to extend the range of an A.C. ammeter is known as a current transformer. A current transformer is also abbreviated as C.T.
Question 189,2. What is a potential transformer?,a) transformer used with an D.C. ammeter,b) transformer used with an A.C. voltmeter,c) transformer used with an D.C. ammeter,d) transformer used with an A.C. voltmeter,b,Explanation: A transformer used to extend the range of an A.C. voltmeter is known as a potential transformer. A potential transformer is also abbreviated as P.T.
Question 190,3. C.T. and P.T. are used for _________,a) measuring low current and voltages,b) measuring very low current and voltages,c) measuring high currentsand voltages,d) measuring intermediate currents and voltages,c,Explanation: C.T. is basically used for the measurement of high currents. A P.T. is usually used for the measurement of high voltages. They are used with A.C. ammeters and voltmeters in order to extend their range.
Question 191,4. The primary winding of a C.T. has _________,a) a larger number of turns,b) no turns at all,c) intermediate number of turns,d) a few turns,d,Explanation: The primary winding of a C.T. has a very few number of turns. It is connected in series with the load circuit through which the primary current flows.
Question 192,5. The secondary winding of a C.T. has _________,a) a large number of turns,b) a few turns,c) no turns at all,d) intermediate number of turns,a,Explanation: Secondary winding of a C.T. has a large number of turns. It is connected in series to an ammeter through which a small portion of the current flows through.
Question 193,6. Turns ration for a C.T. is _________,a) n = Np Ú Ns,b) n =  Ns Ú Np,c) n =  1 Ú Np,d) n = Ns,b,"Explanation: The turns ratio for a C.T. is defined as the ratio of the number of turns in the secondary to the number of turns in the primary. It is given by the relationn =  NsÚNp "
Question 194,7. The primary winding of a P.T. has _________,a) intermediate number of turns,b) no turns at all,c) a larger number of turns,d) a few turns,c,Explanation: The primary winding of a P.T. has a very large number of turns. It is connected in parallel with the load whose voltage is to be measured.
Question 195,8. The secondary winding of a P.T. has _________,a) a large number of turns,b) intermediate number of turns,c) no turns at all,d) a few turns,d,Explanation: Secondary winding of a P.T. has a few number of turns. A low range voltmeter is connected in parallel with the secondary winding. 
Question 196,9. Turns ration for a C.T. is _________,a) n =  Np Ú Ns,b) n =  Ns Ú Np,c) n =  1 Ú Np,d) n = Ns,a,"Explanation: The turns ratio for a P.T. is defined as the ratio of the number of turns in the primary to the number of turns in the secondary. It is given by the relationn =  NpÚNs. "
Question 197,"2.	Instrument transformers provide _________",a) electrical isolation from low rated winding,b) electrical isolation from high rated winding,c) electrical isolation from medium rated winding,d) no electrical isolation at all,b,"Explanation: In an instrument transformer, the low rated secondary windings provide electrical isolation from the high rated primary windings. "
Question 198,"4.	C.T. and P.T. are standardized at _________",a) 50 A and 220 V,b) 25 mA and 2.2 kV,c) 5 A and 110 V,d) 75 nA and 1.1 MV,c,"Explanation: Current transformers are standardized at 5 A of secondary winding current, whereas Potential transformers are standardized at 110 V of secondary winding voltage."
Question 199,"5.	A 5A ammeter can measure a current of upto 1000 A using a _________",a) 5/1000A C.T.,b) 1000A C.T.,c) 5A C.T.,d) 1000/5A C.T.,d,Explanation: A 1000/5A current transformer can be used for measuring a current of upto 1000A by making use of an ammeter with 5A current reading.
Question 200,"6.	A 110V voltmeter can measure a voltage of upto 110kV using a _________",a) 110000/110V P.T.,b) 110000V P.T.,c) 110V P.T.,d) 110/110000V P.T.,a,Explanation: An 110000/110V potential transformer can be used for measuring a voltage of upto 110000V by making use of a voltmeter with 110V voltage reading.
Question 201,"7.	How can the meter circuit be isolated from power circuit?",a) by grounding,b) through electrical isolation,c) by physical separation,d) through mechanical isolation,b,"Explanation: Leads of the secondary winding transformer are brought to the switch board thus separating them from high voltage windings. In this way, the meter circuit is isolated from the high voltage power circuit."
Question 202,"8.	How are instrument transformers different from shunts and multipliers?",a) they are all the same,b) they have transformers,c) readings are independent of component values,d) they can be used for high voltages and currents,c,"Explanation: Instrument transformers can be used for extending the range of the A.C. instruments. In instrument transformers, readings are independent of the values of R, L, and C. But in the case of shunts and multipliers, the readings depend on the values of circuit constants."
Question 203,1. Transformation ratio of an instrument is defined as,a) ratio of primary to secondary phasor,b) ratio of secondary to primary phasor,c) reciprocal of the primary phasor,d) reciprocal of the secondary phasor,a,"Explanation: For an instrument transformer, the transformation ratio is defined as the ratio of the magnitude of the actual primary phasor to the magnitude of the secondary phasor."
Question 204,2. For a C.T. the transformation ratio is given by the relation,a) R = Is Ú Ip,b) R = Ip Ú Is,c) R = 1 Ú Ip,d) R = Ip,b,"Explanation: In a current transformer, the transformation ratio is given by the ratio of the magnitude of the actual primary current to the magnitude of the actual secondary current.R = Ip Ú Iswhere, R is the transformation ratio	      Ip is the actual primary winding current	      Is is the actual secondary winding current."
Question 205,3. For a P.T. the transformation ratio is given by the relation,a) R = Vs Ú Vp,b) R = 1 Ú Vs,c) R = Vp Ú Vs,d) R = Vp,c,"Explanation: In a potential transformer, the transformation ratio is given by the ratio of the magnitude of the actual primary current to the magnitude of the actual secondary current.R = Vp Ú Vswhere, R is the transformation ratio	      Vp is the actual primary winding voltage	      Vs is the actual secondary winding voltage."
Question 206,4. Nominal ratio of an instrument transformer is defined as the __________,a) reciprocal of the rated primary value,b) ratio of rated secondary value to primary value,c) reciprocal of the rated secondary value,d) ratio of rated primary value to secondary value,d,"Explanation: In an instrument transformer, nominal ratio is defined as the ratio of the rated primary current or voltage to the rated secondary winding current or voltage."
Question 207,7. Ratio correction factor is defined as _________,a) reciprocal of nominal ratio,b) ratio of nominal ratio to transformation ratio,c) ratio of transformation ratio to nominal ratio,d) reciprocal of transformation ratio,c,"Explanation: The ratio correction factor for an instrument transformer is defined as the ratio of the transformation ratio to the nominal ratio.R.C.F = R Ú Knwhere,R.C.F is the ratio correction factorR is the transformation ratioKn is the nominal ratio."
Question 208,8. For a C.T. the turns ratio is defined as the _________,a) n = Np Ú Ns,b) n =  1 Ú Np,c) n = Ns,d) n =  Ns Ú Np,d,"Explanation: For a current transformer, the turns ratio is defined as the ratio of the number of turns in the secondary winding to the number of turns in the primary winding.n =  Ns Ú Npwhere, n is the turns ratio            Ns is the secondary turns            Np is the primary turns."
Question 209,9. For a P.T. the turns ratio is defined as the _________,a) n = Np Ú Ns,b) n =  1 Ú Np,c) n = Ns,d) n =  Ns Ú Np,a,"Explanation: For a potential transformer, the turns ratio is defined as the ratio of the number of turns in the primary winding to the number of turns in the secondary winding.n = Np Ú Nswhere, n is the turns ratio            Np is the primary turnsNs is the secondary turns."
Question 210,2. Ratio error is defined as,a) Ratio error =  KnÚR,b) Ratio error =  Kn Ð RÚR,c) Ratio error = Kn Ð R,d) Ratio error =  1ÚR,b,"Explanation: Ratio error of a C.T. is defined as the ratio of the magnitude of the difference between the nominal and actual ratio with respect to the actual ratio."
Question 211,5. Ratio error is due to _________,a) iron loss,b) C.T.,c) magnetising component,d) supply voltage,a,"Explanation: We know that the ratio error in a C.T. is given by the relationRatio error =   Kn Ð RÚR = n +  IeÚIs where, Ie is the iron loss component of the excitation current             n is the turns ratio."
Question 212,6. Phase angle error is due to _________,a) C.T.,b) magnetising component,c) iron loss,d) supply voltage,b,"Explanation: We know that the phase angle error in a C.T. is given by the relationwhere, _ is the phase angle error            Im is the magnetising component of the excitation current	      Is is the secondary winding currentIt is observed from the equation for the phase angle error that it depends on the magnetising component of the excitation current."
Question 213,8. Errors in a C.T. can be minimised by _________,a) making use of laminations,b) having low reactance,c) increasing the secondary winding turns,d) decreasing the primary winding turns,b,Explanation: The excitation current Io can be minimised thus eliminating the errors in a C.T. by minimising the iron loss. The core must have a low iron loss and a minimum value of leakage reactance. 
Question 214,1. The secondary leakage reactance of a C.T.,a) increases its ratio error,b) decreases its ratio error,c) has no effect on its ratio error,d) increases the impedance of the circuit,a,Explanation: The windings in a current transformer must be kept close so that the secondary leakage reactance is minimum. Secondary leakage reactance of a C.T. thus increases its ratio error.
Question 215,2. Secondary and primary windings consist of ________,a) copper turns,b) 14 S.W.G copper wire and copper strip respectively,c) iron coils wound around,d) laminations,b,Explanation: For a current transformer the most popular form used is the bar primary and ring core construction. Hence 14 S.W.G copper wire is used for the secondary winding whereas a copper strip is used for the primary winding. 
Question 216,4. The windings of a C.T. are ________,a) tied together,b) shorted,c) wound over one another,d) grounded,c,"Explanation: Using cylinders made of Bakelite, the windings of a C.T. are wound over one another. This setup is mounted on a steel tank sheet filled with transformer oil."
Question 217,6. Turns compensation is used to obtain ________,a) to compensate the turns,b) to equalise the turns on the windings,c) to protect the equipment,d) transformation ratio equal to nominal ratio,d,"Explanation: In a C.T., the transformation ratio is given byR = n + IeÚIswhere, n is the turns ratio            Ie is the core loss component of the excitation current	      Is is the secondary winding currentTurns compensation is used to obtain the transformation ratio (R) equal to the nominal ratio (Kn)."
Question 218,7. What is the effect of reducing the secondary turns in a C.T. by 1%?,a) transformation ratio reduces by the same value,b) no effect,c) nominal ratio increase by the same value,d) secondary current increases by the same value,a,"Explanation: In a C.T., the transformation ratio is given byR = n + IeÚIswhere, n is the turns ratio            Ie is the core loss component of the excitation current	      Is is the secondary winding currentAs the number of secondary turns is reduced by a factor of 1%, the transformation ratio (R) is reduced by approximately the same percentage."
Question 219,"8. In a 1000/5 A C.T., the number of secondary turns would be ________",a) 200,b) 199 or 198,c) 5,d) 1000,b,"Explanation:  The optimum number of secondary turns in a C.T. is the value that makes the transformation ratio (R) and nominal ratio (Kn) equal. It is usually one or two turns less than the actual value. Thus in a 1000/5 A, though the number of turns would be 200 ideally, it is considered as 198 or 199 in order to keep R and Kn equal. "
Question 220,"9. In the ring type of core, the secondary winding is ________",a) non-uniformly distributed over the core,b) shorted with the primary winding,c) uniformly distributed over the core,d) connected in the form of a ring,c,"Explanation: The ring type of core used for a secondary winding is a jointless core. It has a very small leakage reactance. Hence in a ring type of core, the secondary winding is uniformly distributed over the core. "
Question 221,"10. In a shell type of core, the windings are ________",a) in the form of the a shell,b) shorted with the primary windings,c) not wound,d) placed on the central limb,d,Explanation: The windings in a shell type of core are placed in a central limb. It provides protection to the windings. 
Question 222,11. Mumetal has ________,"a) low permeability, high loss","b) high permeability, medium loss","c)  medium permeability, high loss","d) high permeability, low loss",c,"Explanation: Mumetal is an alloy of nickel, iron and copper. It has a high permeability, low loss and small retentivity. It has a maximum permeability of 90,000 at a flux density of 0.35 W/m2."
Question 223,12. Perminder has __________,a) medium saturation point of permeability,b) low saturation point of permeability,c) no saturation point of permeability,d) high saturation point of permeability,d,"Explanation: Perminder is an alloy of iron, cobalt and vanadium. It has a high flux density of the order of 2.4 Wb/m2. It is very expensive."
Question 224,"2.	When the secondary circuit of a C.T. is open,",a) a very high flux density is produced,b) a very low flux density is produced,c) a moderate flux density is produced,d) no flux density is produced,a,"Explanation: When current is flowing in the secondary circuit which is kept open in a C.T., a very high flux density is produced in the core as a result of the absence of demagnetizing ampere turns."
Question 225,"3.	High flux density leads to _________",a) a decreased voltage in the secondary,b) a decreased voltage in the primary,c) a increased voltage in the secondary,d) a decreased voltage in the primary,c,Explanation: High flux density in the secondary winding of a C.T. leads to an increase in the induced voltage in the secondary winding. This may damage the insulation.
Question 226,"5.	High magnetizing forces in the core when removed suddenly lead to",a) no residue,b) partial residual magnetism,c) rupture of the device,d) residual magnetism,d,"Explanation: In a C.T, the high magnetizing forces on the core may leave behind residual magnetism in the core and ratio and phase angle errors. "
Question 227,"6.	The secondary winding of a C.T.",a) can be shorted,b) canÕt be shorted,c) can be opened,d) canÕt be opened,a,"Explanation: When a C.T. is used in measurements, it acts as a short circuit. This is because the impedance of the load is negligible due to the ammeter or the wattmeter coil. Thus the secondary winding of a C.T. can be shorted."
Question 228,"7.	When the secondary winding of a C.T. is opened",a) C.T. is magnetised,b) C.T. is demagnetised,c) C.T. is shorted,d) C.T. is opened,b,"Explanation: In a C.T., when the secondary winding is opened by mistake when the primary current is flowing, the C.T. must be demagnetized first fully and then only must be used again in the circuit for any measurements."
Question 229,"8.	The rectangular type of C.T. is built of _________",a) L shaped windings,b) T shaped windings,c) A shaped windings,d) Z shaped windings,a,"Explanation: In a rectangular type of C.T., the windings are placed on the shorter limbs. The primary winding is wound over the secondary. The rectangular type of C.T. is built of L shaped windings."
Question 230,"1.	Potential transformers are used to measure _________",a) high voltages,b) low voltages,c) high currents,d) low currents,a,Explanation: Potential transformers are also known as P.T. and are used in the measurement of high magnitude of voltages. 
Question 231,"2.	Potential transformers are used with _________",a) high range voltmeter,b) low range voltmeter,c) intermediate range voltmeter,d) very high range voltmeter,b,"Explanation: In general, potential transformers are used with low range voltmeters. They are also used for energizing the potential coils of low range energy meters and wattmeters."
Question 232,"3.	Potential transformer is similar in design to a",a) C.T.,b) Step up transformer,c) Power transformer,d) Step down transformer,c,"Explanation: In terms of design, the potential transformer resembles a power transformer. Potential transformers have a very low loading capacity of the order of a few volt amperes."
Question 233,"4.	The secondary winding of a P.T. is designed for",a) 220 V,b) 2.2 kV,c) 1.1 kV,d) 110 V,d,Explanation: A potential transformer is generally used for the measurement of very high magnitude of voltages in a circuit. But the secondary winding of a P.T. is designed for a capacity of 110 V.
Question 234,"5.	The primary current in a C.T. is _________",a) independent of secondary circuit,b) dependent on the secondary circuit,c) depends on the transformation ratio,d) depends on the nominal ratio,a,"Explanation: A C.T. is used for the measurement of high magnitude of currents in a circuit, while a P.T. is used for the measurement of high magnitude of voltages in a circuit. Primary current in a C.T. is independent of the secondary circuit conditions."
Question 235,"6.	The excitation current of a C.T.",a) varies over a fixed range of operation,b) varies over a wide range of normal operation,c) is fixed over a range of operation,d) is fixed always,b,"Explanation: In a potential transformer, the excitation current remains constant under normal operation. While in a current transformer, the excitation current varies over a wide range of operation."
Question 236,1. Winding resistance of a P.T. can be reduced by _________,a) using thick conductors,b) decreasing the length of the winding,c) shorting the primary and secondary windings,d) using thin conductors,a,"Explanation: In a potential transformer, the winding resistance is usually minimised by using thick conductors and by making use of small length for the turns."
Question 237,2. Leakage reactance is minimised by _________,a) using thin conductors,b) reducing leakage flux,c) increasing flux density,d) shorting the windings,b,"Explanation: By maintaining the primary and secondary windings together in a P.T. and also by reducing the leakage flux, we can minimise the leakage reactance. "
