Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 116,"8. Which of the following equations give the expression for plate number, N when ÔtRÕ is the adjusted retention time and ÔWbÕ is the width at the base of the peak which is equal to 4 standard deviations.",a) 16 tR2/Wb,b) 4 tR2/Wb,c) (4tR/Wb)2,d) 4 (tR/Wb)2,c,"Explanation: The expression for plate number, N is given as N = (4tR/Wb)2. It is a dimensionless quantity."
Question 117,"1. For the separation of which of the following substances, Gas-solid chromatography is being used?",a) Thermally stable organic components,b) Volatile organic components,c) Thermally stable inorganic components,d) Low molecular weight gaseous species,d,Explanation: Gas-solid chromatography is used for the separation of low molecular weight gaseous species. Its application is limited because of semi-permanent retention of the analyte.
Question 118,2. Which of the following is not a feature of carrier gas used in gas chromatography?,a) It must be chemically inert,b) It should be suitable for the detector employed,c) It should not be completely pure,d) It should be cheap,c,"Explanation: It should be highly pure. Further, it should be readily available and non-inflammable."
Question 119,"3. Which of the following is the disadvantage of hydrogen, which can be used as carrier gas in gas chromatography?",a) Dangerous to use,b) Expensive,c) Reduced sensitivity,d) High density,a,Explanation: Hydrogen is dangerous to use. It has better thermal conductivity and lower density.
Question 120,"4. Which of the following is the disadvantage of helium, which can be used as carrier gas in gas chromatography?",a) Dangerous to use,b) Expensive,c) Reduced sensitivity,d) High density,b,Explanation: Helium is expensive. Its advantages are that it has low density and it allows greater flow rates.
Question 121,"5. Which of the following is the disadvantage of nitrogen, which can be used as carrier gas in gas chromatography?",a) Dangerous to use,b) Expensive,c) Reduced sensitivity,d) High density,c,Explanation: Nitrogen has reduced sensitivity. It is still one of the commonly used carrier gas in gas chromatography.
Question 122,7. In which of the following methods are liquid samples injected into the column in gas chromatography?,a) Gas tight syringe,b) Micro-syringe,c) Rotary sample valve,d) Solid injection syringes,b,Explanation: Liquid samples injected into the column in gas chromatography using micro-syringe. Syringes of various capacities are available.
Question 123,8. What must be done to the solid samples for it to be introduced into the column without using solid injection syringes in gas chromatography?,a) Introduced in hot-zone of the column,b) Dissolved in volatile liquids,c) Introduced using rotary sample valve,d) Introduced using sampling loops,b,Explanation: Solid samples must be dissolved in volatile liquids for introducing it into the column. They can be introduced directly using solid injection syringes.
Question 124,9. Which of the following is the commonly used support material for the packed column in gas chromatography?,a) Glass,b) Metal,c) Diatomaceous earth,d) Stainless steel,c,Explanation: Diatomaceous earth is the commonly used support material for the packed column in gas chromatography. The columns could be made of glass or metal.
Question 125,10. Which of the following is the advantage of straight packed column?,a) It can be packed uniformly,b) It can be repacked easily,c) It is compact,d) It is easier to heat it evenly,c,Explanation: The advantage of straight column is that it can be repacked easily. It is not compact in size.
Question 126,11. Which of the following is the disadvantage of coiled or helical shaped packed chromatographic column?,a) It cannot be packed uniformly,b) It cannot be repacked easily,c) It is not compact,d) It is not easy to heat it evenly,b,Explanation: The disadvantage of coiled or helical shaped packed chromatographic column is that it cannot be repacked easily. It is compact in size and can easily be heated in an even manner.
Question 127,12. Capillary columns are open tubular columns constructed from which of the following materials?,a) Glass,b) Metal,c) Stainless steel,d) Fused silica,d,Explanation: Capillary columns are constructed using fused silica. It is a very high purity glass.
Question 128,14. Which of the following is not a desirable feature of the ovens used in gas chromatography?,a) It must have a fast rate of heating,b) Power consumption should be kept low,c) It must have maximum thermal gradients,d) It should have proper insulation,c,Explanation:  The ovens used in gas chromatography must have maximum thermal gradients. The temperature must be uniform over the whole column.
Question 129,1. Which of the following is not an ideal characteristic of a detector used in gas chromatography?,a) Linear response to the solutes,b) Short response time,c) High reliability,d) Sensitive to the changes in the flow rate of carrier gas,d,Explanation: The detector used in gas chromatography must be insensitive to the changes in flow rate of carrier gas. There are many detectors used in gas chromatography.
Question 130,2. Which of the following is not a type of detector used in gas chromatography?,a) Argon ionisation detector,b) Thermal conductivity detector,c) UV visible spectrometric detector,d) Electron capture detector,c,Explanation: UV visible spectrometric detector is not used in gas chromatography. It is used in liquid chromatography.
Question 131,3. Which of the following detectors have high sensitivity to all organic compounds?,a) Sulphur chemiluminescense detector,b) Thermionic emission detector,c) Flame ionization detector,d) Argon ionisation detector,c,Explanation: Flame ionization detector has high sensitivity to all organic compounds. It is the commonly used detector for gas chromatography.
Question 132,4. Which of the following is not the advantage of thermal conductivity detector used in gas chromatography?,a) Simple in construction,b) High sensitivity,c) Large linear dynamic range,d) Non-destructive character,b,Explanation: Thermal conductivity detector has relatively low density when compared to other detectors used in gas chromatography. It is based on the principle that all gases conduct heat in varying degrees.
Question 133,5. Which of the following detectors is widely used to detect environmental samples like chlorinated pesticides and polychlorinated biphenyls?,a) Flame ionization detector,b) Thermal conductivity detector,c) Argon ionisation detector,d) Electron capture detector,d,Explanation: Electron capture detector is used to detect environmental samples like polychlorinated biphenyls and chlorinated pesticides. It is highly sensitive to molecules containing functional groups such as halogen and phosphorous.
Question 134,6. In which of the following detector is the eluent mixed with hydrogen and burned and then mixed with ozone and its intensity is measured?,a) Sulphur chemiluminescense detector,b) Thermal conductivity detector,c) Flame ionization detector,d) Electron capture detector,a,"Explanation: In Sulphur chemiluminescense detector, the eluent is mixed with hydrogen and burned and then mixed with ozone and its intensity is measured. The resultant is a measure of sulphur compounds present."
Question 135,7. Filter photometer detector is primarily responsive to which of the following compounds/elements?,a) Volatile sulphur or phosphorous compounds,b) Nitrogen,c) Halogen,d) Potassium,a,Explanation: Flame photometric detector is primarily responsive to volatile sulphur or phosphorous compounds. It is also responsive to tin and nitrogen.
Question 136,8. Which of the following detector uses ultraviolet radiation from lamps to produce ionisation of solute molecules?,a) Sulphur chemiluminescense detector,b) Thermal conductivity detector,c) Photo ionization detector,d) Electron capture detector,c,Explanation: Photo ionization detector uses ultraviolet radiation from lamps to produce ionisation of solute molecules. The current produced is measured and recorded.
Question 137,10. Thermionic emission detector used in gas chromatography is most sensitive to which of the following elements?,a) Nitrogen,b) Phosphorous,c) Halogen,d) Carbon,b,Explanation: Thermionic emission detector used in gas chromatography is most sensitive to phosphorous. It is 500 times more sensitive to phosphorous than Flame ionization detector.
Question 138,11. Which of the following detectors has a non-volatile bead of rubidium silicate placed above the flame tip?,a) Argon ionisation detector,b) Thermionic emission detector,c) Flame ionization detector,d) Electron capture detector,b,Explanation: Thermionic emission detector has a non-volatile bead of rubidium silicate placed above the flame tip. It is maintained at about 180V with respect to the collector.
Question 139,"12. In which of the following detectors, the carrier gas is excited by a radioactive source and the atoms of carrier gas are excited to metastable state?",a) Argon ionisation detector,b) Thermionic emission detector,c) Flame ionization detector,d) Electron capture detector,a,"Explanation: In Argon ionisation detector, the carrier gas is excited by a radioactive source and the atoms of carrier gas are excited to metastable state. It uses argon as carrier gas."
Question 140,13. Which of the following is not used as a heating element in Thermal conductivity detector?,a) Platinum,b) Gold,c) Graphite,d) Tungsten wire,c,"Explanation: Graphite is not used as heating element in Thermal conductivity detector. Platinum, gold and tungsten wire are used as heating elements."
Question 141,1. Gas-solid chromatography is based on which of the following processes?,a) Partition of the analyte between a gaseous mobile phase and a stationary liquid phase,b) Adsorption of gaseous substances on solid surface,c) Ion exchange,d) Large molecules cannot penetrate through the gel,b,Explanation: Gas-solid chromatography is based on the adsorption of gaseous substances on a solid surface. It is useful for the separation of rare gases.
Question 142,2. Which of the following components cannot be retained by gas-liquid columns but can be separated by using gas-solid chromatography?,a) Formaldehyde,b) Hydrogen sulphide,c) Benzene,d) Carbon dioxide,b,Explanation: Hydrogen sulphide cannot be retained by gas-liquid columns. It can be separated using gas-solid chromatography.
Question 143,3. Which of the following is not an advantage of gas-solid chromatography?,a) Increased column life,b) Can be used for separation of rare gases,c) Leads to semi-permanent retention of analyte,d) Ability to retain some components that cannot be easily retained by other gas chromatography method,c,"Explanation: Gas-solid chromatography leads to semi-permanent retention of analyte. Hence, it is used for limited applications."
Question 144,5. Which of the following columns can be used in Gas-solid chromatography?,a) Open tubular column,b) Analytical column,c) Separation column,d) Guard column,a,Explanation: Open tubular column can be used in Gas-solid chromatography. Analytical/separation column and guard column is used in liquid chromatography.
Question 145,6. Which of the following is not an advantage for the conversion of packed columns into wide bore capillaries?,a) Longer retention times,b) Longer life,c) Higher efficiency,d) Greater inertness,a,Explanation: Wide bore capillary has shorter retention time. It is an advantage. It is undesirable to have longer retention time.
Question 146,7. Which of the following is not a disadvantage of gas-solid chromatography?,a) Strong retention of polar solutes,b) Lifetime is short,c) Occurrence of catalytic changes,d) Cannot be used for very wide range of components,b,Explanation: The lifetime of gas-solid chromatography is long. It can be used for geometrical isomers.
Question 147,9. Which of the following is a special adsorbent used in gas-solid chromatography?,a) Molecular sieves,b) Silica gel,c) Alumina,d) Starch,a,Explanation: Molecular sieves are a special adsorbent used in gas-solid chromatography. It is used in open tubular columns.
Question 148,10. Which of the following properties of molecular sieves make it ideal for exclusion mechanism of separation?,a) High thermal stability,b) Large inner surface area,c) Variable framework charge,d) Ability to distinguish materials on the basis of their size,d,Explanation: Molecular sieves have the ability to distinguish materials on the basis of their size. This property can be used in separating molecules of linear structure from bulky ones.
Question 149,1. Which of the following is the disadvantage of reciprocating pump used in liquid chromatography?,a) Produces pulsed flow,b) Corrosive components,c) Does not have small hold-up value,d) Does not have moderate flow rate,a,"Explanation: The disadvantage of reciprocating pump used in liquid chromatography is that it produces pulsed flow. Therefore, the flow must be damped before it affects the column."
Question 150,2. Which of the following is not a disadvantage of Pneumatic pumps used in liquid chromatography?,a) Pulsed output,b) Dependent on solvent viscosity,c) Dependent on back pressure,d) Inconvenient for solvent gradient elution,a,Explanation: Pneumatic pumps provide pulse free output. They are inexpensive.
Question 151,3. Which of the following is not a desired characteristic of pulse dampers or flow smootheners used in liquid chromatography?,a) Easy mobile phase change over,b) Constant flow must be maintained,c) Should be effective at low system pressure,d) Maximal dead volume,d,Explanation: Pulse dampers are used to avoid variations in flow. They must have minimal dead volume.
Question 152,4. Which of the following will improve the efficiency of separation process in liquid chromatography?,"a) Increase in sample size, increase in column diameter","b) Reduction in sample size, increase in column diameter","c) Increase in sample size, reduction in column diameter","d) Reduction in sample size, reduction in column diameter",d,Explanation: Reduction in sample size and reduction in column diameter will improve the efficiency of separation process in liquid chromatography. The effect of uneven flow will also be reduced.
Question 153,5. Which of the following are the practical problems that arise due to the decrease in column diameter?,a) Requirement of large particle size and high pressure drop,b) Requirement of large particle size and low pressure drop,c) Requirement of small particle size and high pressure drop,d) Requirement of small particle size and low pressure drop,c,"Explanation: The practical problems that arise due to decrease in column diameter are requirement of small particle size and high pressure drop. But, it increases column efficiency."
Question 154,6. Which of the following is not true about guard column used in liquid chromatography?,a) It filters particles that clog the separation column,b) It extends the lifetime of separation column,c) It allows particles that cause precipitation upon contact with stationary or mobile phase,d) The size of packing varies with the type of protection needed,c,Explanation: Guard column removes particles that cause precipitation upon contact with stationary or mobile phase. It is placed before the separation column.
Question 155,7. Which of the following columns are not used in liquid or high performance liquid chromatography?,a) Analytical column,b) Separation column,c) Guard column,d) Capillary column,d,Explanation: Capillary column is used in gas chromatography. Analytical column is also known as separation column.
Question 156,8. Which of the following is not a Column-type Liquid chromatography?,a) Gel permeation,b) Ion exchange,c) Liquid-solid,d) Paper,d,Explanation: Paper chromatography is not a column-type chromatography. It makes use of strips of hollow cylinders of filter paper.
Question 157,9. Which of the following is not true about radial compression column when compared to standard separation column?,a) Internal diameter decreases,b) Overall operating pressure decreases,c) Analysis time decreases,d) Solvent flow increases,a,Explanation: Radial compression columns have a wider diameter than standard separation column. The cartridges used are of low cost.
Question 158,10. Which of the following is not true about narrow bore column when compared to standard columns?,a) Internal diameter decreases,b) Volumetric flow decreases,c) Solvent cost is saved,d) Detector response time increases,d,Explanation: Detector response time increases in narrow bore columns. High purity solvents must be used in these columns.
Question 159,11. Which of the following types of liquid chromatography uses immobilized biochemical as stationary phase?,a) Ion exchange chromatography,b) Exclusion chromatography,c) Affinity chromatography,d) Gel permeation chromatography,c,"Explanation: In Affinity chromatography, immobilized biochemical is used as stationary phase. It is used to separate one or few solutes from hundreds of unretained solutes."
Question 160,1. Which of the following is not true about High pressure liquid chromatography (HPLC)?,a) It requires high pressure for the separation of the specious,b) There is no need to vaporise the samples,c) It is performed in columns,d) It has high sensitivity,b,"Explanation: In High pressure liquid chromatography (HPLC), samples need to be vaporised. It has high sensitivity."
Question 161,3. Which of the following is not an advantage of Syringe type pumps used in High pressure liquid chromatography?,a) Independent of viscosity,b) Pulse-less flow,c) High pressure capability,d) Unlimited solvent capacity,d,Explanation: The limitation of Syringe type pump is that it has limited solvent capacity and is inconvenient when solvents are to be changed.
Question 162,4. Which of the following is not true about solvent programming which is done in high performance liquid chromatography?,a) It provides unequal bandwidths,b) It provides fast overall separation,c) It provides maximum resolution,d) It provides maximum sensitivity,a,Explanation: Solvent programming is done to provide equal bandwidths. It provides maximum sensitivity for every solute in the sample.
Question 163,5. Which of the following pulse damper takes up some amount of the pulsation energy which is released to provide smooth pressure without pulsations?,a) Flexible bellows or compressible gas passed through tee columns,b) Flexible inert diaphragm,c) Electronic pulse damper,d) Electrical pulse damper,a,Explanation: Flexible bellows or compressible gas passed through tee columns take up some of the pulsation energy which is released to provide smooth pressure without pulsations. Its main purpose is to avoid pulses.
Question 164,6. Which of the following is not a characteristic of the syringe pump used in high pressure liquid chromatography?,a) Pressure capability is high,b) Maintenance is frequent,c) Limited reservoir capability,d) Slight change of flow rate when extremely high pressure compresses the solvent,b,"Explanation: In syringe pumps, maintenance is infrequent. However, it has high pressure capability."
Question 165,7. Syringe pumps used in High pressure liquid chromatography are most suitable for which of the following columns?,a) Capillary columns,b) Guard columns,c) Short-fast columns,d) Small bore columns,d,Explanation: Syringe pumps used in High pressure liquid chromatography are most suitable for small bore columns. It is the most commonly used piston type pump.
Question 166,9. Which of the following cannot be done to reduce ripple in High pressure liquid chromatography?,a) Using bellows,b) Using restrictors,c) Using long nylon tube between pump and column,d) Avoiding the use of solvent pump,d,"Explanation: Solvent pumps have to be used to reduce pulses in solvent flow. When there is a pulsed flow, the efficiency of column decreases."
Question 167,10. Which of the following is not true about Hydraulic capacitance flow control system used in HPLC?,a) It can be used only for liquids with low viscosity,b) It is irrespective of solvent compressibility,c) It maintains constant flow,d) It smoothens high pressure pump pulsations,a,Explanation: Hydraulic capacitance flow control system used in HPLC is irrespective of the solvent viscosity. It is also irrespective of the solvent compressibility.
Question 168,1. Bulk property detectors used in liquid chromatography does not respond to which of the following properties?,a) Refractive index,b) Density,c) Properties of solutes,d) Dielectric constant,c,Explanation: Bulk property detectors respond only to bulk properties of mobile phase. It does not respond to properties of solutes.
Question 169,2. Which of the following is not a property of a good detector used in liquid chromatography?,a) Good sensitivity,b) Ability to function in the presence of large background signal,c) Short response time,d) Volume of detector must be large,d,Explanation: The volume of detector must be small. If the volume of the detector is large it may lead to band broadening.
Question 170,4. Which of the following UV absorbance detectors provide a real time spectrum of the component of interest?,a) Continuous wavelength detector,b) Variable wavelength detector,c) Scanning wavelength detector,d) Fixed wavelength detector,c,Explanation: Scanning wavelength detector provides a real time spectrum of the component of interest. UV visible detector is the most widely used detection system.
Question 171,6. Which of the following detectors depend on SnellÕs law at the interface between the cell wall and the flowing liquid to deflect the light beam?,a) Electrochemical detectors,b) Fluorescence detectors,c) Refractive index detectors,d) Thermal conductivity detectors,c,Explanation: Refractive index detectors depend on SnellÕs law at the interface between the cell wall and the flowing liquid to deflect the light beam. Changes in refractive index are monitored by a position sensor.
Question 172,7. Refractive index detectors used in liquid chromatography are not based on which of the following processes?,a) Interference,b) Refraction,c) Reflection,d) Absorption,d,"Explanation: Refractive index detectors used in liquid chromatography are not dependent on absorption. It depends on reflection, refraction and interference."
Question 173,8. Which of the following detectors can be used for detection of amino acids in protein hydrolyzates by introducing the reagent dansylchloride in the sample?,a) Electrochemical detectors,b) Fluorescence detectors,c) Refractive index detectors,d) Thermal conductivity detectors,b,Explanation: Fluorescence detectors can be used for detection of amino acids in protein hydrolyzates by introducing the reagent dansylchloride in the sample. Other compounds that can be detected are petroleum products and natural products.
Question 174,9. The reference cell is packed with which of the following in the Adsorption detector used in liquid chromatography?,a) Inactive glass beads,b) Porous glass beads,c) Alumina,d) Silica,a,"Explanation: In Adsorption detector used in liquid chromatography, the reference cell is packed with inactive glass beads. The other detector cavity is packed with silica, alumina or porous glass beads."
Question 175,10. Which of the following is true about Laser detectors used in liquid chromatography?,"a) Causes thermal distortion, has decreased sensitivity","b) Causes thermal distortion, has increased sensitivity","c) Does not cause thermal distortion, has decreased sensitivity","d) Does not cause thermal distortion, has increased sensitivity",a,Explanation: Laser detectors used in liquid chromatography cause thermal distortion and have decreased sensitivity. This is because of the high energies of laser.
Question 176,11. Which of the following detectors used in liquid chromatography is also called micro-adsorption detector?,a) Electrochemical detectors,b) Fluorescence detectors,c) Refractive index detectors,d) Thermal detectors,d,Explanation: Another name for thermal detector is micro-adsorption detector. The operation depends upon temperature changes taking place due to the heat of adsorption.
Question 177,"12. In UV-Visible detectors, the cells are not made of which of the following materials?",a) Quartz,b) Teflon,c) Silica,d) KELF,c,"Explanation: The cells in UV-Visible detectors are made of quartz, KELF and Teflon. They are not made of silica."
Question 178,13. Which of the following is not a feature of refractive index type detectors?,a) Higher potential sensitivity,b) Low cost,c) High volume flow rates,d) Easy cell accessibility,c,Explanation: Refractive index type detectors have low volume flow rates. It is one of the major advantages of the refractive index type of detectors.
Question 179,14. Which of the following detectors can detect almost any component?,a) Combining two UV detectors,b) Combining RI and UV detectors,c) Mass detector,d) Laser-based detectors,b,"Explanation: Combining RI and UV detectors almost any component can be detected. In some cases, single detection system may give incorrect results."
Question 180,1. What is the drawback that occurs in using ion exchange chromatography on sulphonated polystyrene resin and colourimetry for amino-acid analysis?,a) Less accuracy,b) Low resolution,c) Inconvenient to handle many individual samples,d) Slow in operation,c,"Explanation: When ion exchange chromatography is used for amino-acid analysis, high accuracy is obtained. It is inconvenient to handle many individual samples and cleaning of glassware is laborious."
Question 181,2. Which one of the following methods is the most suitable for amino-acid analysis?,a) Gas chromatography,b) Ion exchange chromatography,c) Paper electrophoresis,d) Resin column chromatography,d,"Explanation: Resin column chromatography is the most suitable for amino-acid analysis. Here, ion exchange resin chromatography is followed."
Question 182,3. Which of the following colour reagents are used in Resin column chromatography?,a) Marquis reagent,b) Benedict reagent,c) Ninhydrin,d) NesslerÕs reagent,d,Explanation: Ninhydrin is the colour reagent used in resin column chromatography. The colour reaction occurs during a known period and controlled temperature.
Question 183,4. Which of the following amino-acids is measured at a wavelength of 440nm using photometric systems?,a) Proline,b) Alanine,c) Glutamine,d) Valine,a,Explanation: Proline and hydroxyproline are measured at 440nm. All the other amino-acids are measured at 570nm.
Question 184,"5. In Automatic amino-acid analyzer, the sample containing ___________ of each amino compound is introduced at the top of the ion exchange column.",a) 1 to 10 µmoles,b) 1 to 10 moles,c) 0.05 to 2 moles,d) 0.05 to 2 µmoles,d,"Explanation: In Automatic amino-acid analyzer, the sample having 0.05 to 2 µmoles of each amino compound is introduced at the top of the ion exchange column. Buffer is then supplied to the column."
Question 185,6. Which of the following cannot be analysed using resin column chromatography?,a) Peptides,b) Amines,c) Amino compounds,d) Components which are ninhydrin negative,d,Explanation: Components which are ninhydrin negative cannot be analysed using resin column chromatography. Only the components that are nindydrin positive are analysed using this method.
Question 186,7. Trapped air in pumps of Automatic amino-acid analyzer is eliminated using which of the following ways?,a) Suction pump,b) De-aerator,c) Overcome naturally by pump pressure,d) Using pulse damper,b,"Explanation: De-aerator is used to eliminate trapper air in pumps of automatic amino-acid analyzer. Here, bubble-trap type de-aerator is used."
Question 187,9. What is the drawback that occurs in using gas chromatography for amino-acid analysis?,a) Costly,b) Cannot be used for proteins or polypeptides,c) Slow process,d) Complex in operation,b,"Explanation: Gas chromatography cannot be used for proteins or polypeptides. Further, accuracy is lost while converting amino-acids into gaseous phase."
Question 188,1. Which among the following gases have diamagnetic property (ability to be repelled by magnetic fields)?,a) Oxygen,b) Nitrogen,c) Nitrogen dioxide,d) Nitric oxide,b,"Explanation: Nitrogen has diamagnetic property. Other components that have diamagnetic property are carbon, boron, etc."
Question 189,2. Which of the following gases have paramagnetic property (ability to get attracted to magnetic field)?,a) Nitric oxide,b) Hydrogen,c) Helium,d) Nitrogen,a,Explanation: Nitric oxide has paramagnetic property. Nitrogen dioxide and oxygen are other gases that have paramagnetic property.
Question 190,3. The force produced during operation of Paramagnetic oxygen analyzer is proportional to which of the following?,a) Magnetic susceptibility of sphere,b) Magnetic susceptibility of surrounding gas,c) Difference between magnetic susceptibility of sphere and magnetic field strength,d) Difference between magnetic susceptibility of sphere and that of surrounding gas,d,Explanation: The paramagnetic property of oxygen is used in this method for the analysis of oxygen. The force produced during operation of Paramagnetic oxygen analyzer is proportional to difference between magnetic susceptibility of sphere and that of surrounding gas.
Question 191,"4. In Paramagnetic oxygen analyzer, the expression for magnitude of force produced can be expressed as, F = C (K-KO), where K= magnetic susceptibility of surrounding gas and KO= magnetic susceptibility of sphere. C denotes which of the following?",a) Magnetic field strength,b) Magnetic gradient,c) Function of magnetic field strength and gradient,d) Magnetic flux,c,"Explanation: In the expression for magnitude of force, C denotes the function of magnetic field strength and gradient. The forces are thus a measure of magnetic susceptibility and hence of oxygen."
Question 192,"5. In Paramagnetic oxygen analyzer, the electrostatic force that is exerted should have which of the following features?",a) It should be greater than the magnetic field and must be in the same direction,b) It should be equal to the magnetic field and must be in the same direction,c) It should be greater than the magnetic field and must be in the opposite direction,d) It should be equal to the magnetic field and must be in the opposite direction,d,Explanation: The electrostatic force that is exerted should be equal to the magnetic field and must be in the opposite direction. It is exerted by two charged vanes.
Question 193,6. Which of the following is true about the two charged vanes that produce electric field in Paramagnetic oxygen analyzer?,a) Both the vanes should be at higher potential than the test body,b) Both the vanes should have the same potential as the test body,c) One vane should be at higher potential than the test body and the other vane should be at lower potential,d) Both the vanes should be at lower potential than the test body,c,"Explanation: In Paramagnetic oxygen analyzer, the two charged vanes should be such that one vane should be at higher potential than the test body and the other vane should be at lower potential. This electric field produces a force."
Question 194,"8. To improve paramagnetic oxygen analyzer, the quartz suspension must be replaced with which of the following?",a) Platinum-iridium,b) Phosphor-bronze,c) Gold-palladium,d) Antimony,a,"Explanation: To improve paramagnetic oxygen analyzer, the quartz suspension must be replaced with Platinum-iridium. It is more robust."
Question 195,"9. In the Beckman instrument, the flow rate recommended when the sample enters through a porous diffusion disc is which of the following?",a) 100-200 cc/min,b) 50-250 cc/min,c) 40-60 cc/min,d) 200-300 cc/min,b,"Explanation: In the Beckman instrument, the flow rate recommended when the sample enters through a porous diffusion disc is 50-250 cc/min. paramagnetic oxygen analyzer was first described by Pauling."
Question 196,"10. In the Beckman instrument, the flow rate recommended when the sample enters directly for rapid response is which of the following?",a) 100-200 cc/min,b) 50-250 cc/min,c) 40-60 cc/min,d) 200-300 cc/min,c,"Explanation: In the Beckman instrument, the flow rate recommended when the sample enters directly for rapid response is 40-60 cc/min. paramagnetic oxygen analyzer was first described by Pauling."
Question 197,11. Which of the following happens to the magnetic susceptibility of gases when temperature changes?,a) It increases with increase in temperature,b) It decreases with increase in temperature,c) It remains constant with increase in temperature,d) It remains constant with decrease in temperature,b,Explanation: Magnetic susceptibility of gases decreases with increase in temperature. Magnetic susceptibility of oxygen decreases with increase in temperature.
Question 198,"12. If the oxygen content is not greater than 21%, which of the following gases must be used to set the span point?",a) Oxygen,b) Dry air,c) Nitrogen,d) Hydrogen,b,"Explanation: If the oxygen content is not greater than 21%, dry air is used to set the span point. This is done for calibration purposes."
Question 199,"13. If the oxygen content is greater than 21%, which of the following gases must be used to set the span point?",a) Oxygen,b) Dry air,c) Nitrogen,d) Hydrogen,a,"Explanation: If the oxygen content is greater than 21%, oxygen is used to set the span point. This is done for calibration purposes."
Question 200,1. Which of the following does not occur in Hartman and Braun oxygen analyzer based on magnetic wind?,a) Oxygen is attracted to magnetic field,b) Oxygen becomes less paramagnetic due to rise in temperature,c) Resistance change in a resistance connected to the Wheatstone bridge occur,d) Wheatstone Bridge becomes balanced due to temperature change,d,"Explanation: In Hartman and Braun oxygen analyzer, the magnetic wind cools the heated winding. As a result, the bridge becomes unbalanced."
Question 201,2. Which of the following is not a cause of error that could occur in Hartman and Braun oxygen analyzer based on magnetic wind?,a) The filament temperature could be affected by changes in thermal conductivity of the carrier gas,b) Hydrocarbons in sample stream may react on the heated filaments,c) Gravitation chimney flow effect lead to errors when cross tube is horizontal,d) Combustible gases may react on the heated filaments,c,"Explanation: Error occurs when cross tube is vertical. When cross tube is horizontal, errors due to gravitation chimney flow effect is avoided."
Question 202,4. Magnetic wind analyzers are also known as which of the following?,a) Thermo-magnetic analyzers,b) Electro-magnetic analyzers,c) Thermo-analytical analyzers,d) Hot wire analyzers,a,"Explanation: Magnetic wind analyzers are also known as Thermo-magnetic analyzers. In Europe, it is known as Magnetic wind analyzers. In United States, it is known as Thermo-magnetic analyzers."
Question 203,5. In OXYMAT-M oxygen analyser which of the following is usually used as reference gas?,a) Hydrogen,b) Nitrogen,c) Helium,d) Ambient air,d,"Explanation: In OXYMAT-M oxygen analyser, ambient air is usually used as reference gas. Its measuring procedure is based on pressure difference which develops between two gases having different oxygen concentration in the magnetic field."
Question 204,6. Which of the following is used in magnetic wind instruments to determine the amount of oxygen?,a) Change in resistance,b) Change in capacitance,c) Change in inductance,d) Change in concentration,a,"Explanation: In magnetic wind instruments to determine the amount of oxygen, change in temperature leads to a change in resistance. This change in resistance is measured to determine the amount of oxygen."
Question 205,7. Which of the following concepts are not used in magnetic wind instruments?,a) Change in resistance due to cooling by magnetic wind,b) Displacement of membrane by magnetised oxygen,c) Difference in pressure difference between two gases having varying concentration of oxygen,d) By measuring temperature using thermometer,d,Explanation: Temperature is not measured in magnetic wind instruments. The cooling effect of magnetic wind causes a change in resistance which is measured.
Question 206,8. How are the hydrocarbons in the samples removed in magnetic wind instruments?,a) By using a cold trap,b) By using a filter,c) By using a semipermeable membrane,d) By using magnetic effect,a,Explanation: The hydrocarbons in the samples are removed in magnetic wind instruments by using a cold trap. It is removed to avoid combustion.
Question 207,9. Which of the following bridges are used in magnetic wind instruments?,a) Wheatstone bridge,b) KelvinÕs bridge,c) AndersonÕs bridge,d) ScheringÕs bridge,a,Explanation: Wheatstone bridge is generally used in magnetic wind instruments. The change in resistance due to cooling effect is measured using Wheatstone bridge.
Question 208,1. Which of the following is not true about galvanic method of oxygen analysis?,a) Electrodes are composed of noble and base metals,b) It can measure dissolved content of oxygen,c) Its principle is based on electrolysis,d) It utilizes an electronic cell,c,"Explanation: Galvanic method of oxygen analysis is based on reverse of electrolysis. In this method, the electrical current developed is related to the rate of oxygen uptake by the cell."
Question 209,2. Which of the following is true about Hersch cell which is one of the arrangements of galvanic cell?,a) Cell is spherical in shape,b) Cathode is made of porous material,c) Cathode is placed centrally,d) Cathode is formed by gauze which surrounds the anode,d,"Explanation: In Hersch cell, cell is cylindrical in shape. Anode is placed centrally and is made of porous material. Cathode is formed by gauze which surrounds the anode."
Question 210,3. Polarographic cells type of electrochemical method uses which of the following concepts?,a) Cyclic reactions,b) Exothermic reactions,c) Reversible reactions,d) Redox reactions,d,Explanation: Polarographic cells type of electrochemical method uses redox reactions. It is used to measure partial pressure of percentage of oxygen.
Question 211,"4. Which of the following methods, is the widely used method for trace gas analysis?",a) Galvanic methods,b) Conductometric method,c) Polarographic cells,d) Thermal conductivity method,b,Explanation: Conductometric method is the widely used method for trace gas analysis. This method is very convenient.
Question 212,"5. In conductometric method, the difference in gas conductivity before and after passing sample gas denotes which of the following?",a) Efficiency of the cell,b) Quantity of reagent,c) Concentration of gas,d) Density of the reagent,c,"Explanation: In conductometric method, the difference in gas conductivity before and after passing sample gas denotes the concentration of gas. The sample gas is passed through the liquid reagent."
