Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 195,"1. According to Kelvin-Planck statement, it is ____ for a heat engine to produce net work in a complete cycle if it exchanges heat only with bodies at ____","a) impossible, single fixed temperature","b) possible, changing temperature","c) impossible, changing temperature","d) possible, single fixed temperature",a,Explanation: This is the basic definition of Kelvin-Planck statement.
Question 196,"2. If heat rejected from the system Q2 is zero, then",a) net work=Q1 and efficiency=1.00,b) heat is exchanged only with one reservoir,c) it violates the Kelvin-Planck statement,d) all of the mentioned,d,Explanation: Such a heat engine is called a perpetual motion machine of the second kind(PMM2).
Question 197,4. A heat engine has to exchange heat with ___ energy reservoir at ___ different temperatures to produce net work in a complete cycle.,"a) one, one","b) one, two","c) two, two",d) none of the mentioned,c,Explanation: This is required to produce power.
Question 198,6. The continual operation of a machine that creates its own energy and thus violates the first law is called,a) PMM2,b) PMM1,c) PMM0,d) none of the mentioned,b,Explanation: This is a basic fact about PMM1.
Question 199,7. Which of the following is true?,a) heat always from a high temperature body to a low temperature body,b) heat always from a low temperature body to a high temperature body,c) heat can flow from both low to high and high to low temperature body,d) none of the mentioned,a,Explanation: The reverse process never occurs spontaneously.
Question 200,8. According to Clausius statement,a) it is impossible to construct a device than can transfer heat from a cooler body to a hotter body without any effect,b) it is impossible to construct a device than can transfer heat from a hotter body to a cooler body without any effect,c) it is possible to construct a device than can transfer heat from a cooler body to a hotter body without any effect,d) none of the mentioned,a,"Explanation: To transfer heat from a cooler body to a hotter body, some work must be expended."
Question 201,9. If the second law were not true,a) a ship could be driven by extracting heat from the ocean,b) run a power plant by extracting heat from the air,c) both of the mentioned,d) none of the mentioned,c,Explanation: Both of the above possibilities do not violate the first law but do violate the second law.
Question 202,"10. The operation of a machine that utilizes the internal energy of only one TER, thus violating second law is called",a) PMM0,b) PMM1,c) PMM2,d) none of the mentioned,b,Explanation: PMM2 violates the second law.
Question 203,1. Which device maintains a body at a temperature lower than the temperature of the surroundings?,a) PMM1,b) PMM2,c) refrigerator,d) heat pump,c,Explanation: This is the main function of a refrigerator.
Question 204,2. What does a refrigerant do?,a) absorbs the heat leakage into body from surroundings,b) evaporates in the evaporator,c) absorbs latent heat of vaporization form the body which is cooled,d) all of the mentioned,d,Explanation: Refrigerant is required for the proper functioning of a refrigerator.
Question 205,3. Coefficient of performance(COP) is defined as,a) heat leakage/work input,b) work input/heat leakage,c) latent heat of condensation/work input,d) work input/latent heat of condensation,a,Explanation: Coefficient of performance is the performance parameter used in a refrigerator cycle.
Question 206,4. Which device maintains a body at a temperature higher than the temperature of the surroundings?,a) PMM1,b) PMM2,c) refrigerator,d) heat pump,d,Explanation: This is the main function of a heat pump.
Question 207,6. What is the relation between COP of heat pump and refrigerator?,a) COP of pump=COP of refrigerator – 1,b) COP of pump=COP of refrigerator + 1,c) COP of pump=COP of refrigerator – 2,d) COP of pump=COP of refrigerator + 2,b,Explanation: This relation comes from the COP of pump and refrigerator.
Question 208,8. Which of the following statements are true?,a) a heat pump provides a thermodynamic advantage over direct heating,b) COP for both refrigerator and pump cannot be infinity,c) work input for both refrigerator and pump is greater than zero,d) all of the mentioned,d,Explanation: W is the electrical energy used to drive the pump or refrigerator which cannot be zero.
Question 209,9. Kelvin-Planck’s and Clausius’ statements are,a) not connected to each other,b) virtually two parallel statements of second law,c) violation of one doesn’t violate the other,d) none of the mentioned,b,Explanation: Kelvin-Planck’s and Clausius’ statements are equivalent in all aspects.
Question 210,1. A reversible process is performed in such a  way that,"a) at the conclusion of process, both system and surroundings can be restored to their initial states without producing any change",b) it should not leave any trace to show that the process had ever occurred,c) it is carried out infinitely slowly,d) all of the mentioned,d,Explanation: These are some basic concepts of a reversible process.
Question 211,3. Irreversibility of a process may be due to,a) lack of equilibrium during the process,b) involvement of dissipative effects,c) both of the mentioned,d) none of the mentioned,c,Explanation: These two are the major causes of irreversibility.
Question 212,4. A heat transfer process approaches reversibility as the temperature difference between two bodies approaches,a) infinity,b) zero,c) -1,d) 1,b,"Explanation: For heat transfer to be reversible, heat must be transferred through an infinitesimal temperature difference."
Question 213,5. All actual heat transfer processes are,a) irreversible,b) take place through a finite temperature difference,c) both of the mentioned,d) none of the mentioned,c,Explanation: An infinitesimal temperature difference is not easy to attain.
Question 214,7. Which of the following can be a cause of irreversibility?,"a) friction, viscosity",b) inelasticity,"c) electrical resistance, magnetic hysteresis",d) all of the mentioned,d,Explanation: These effects are known as dissipative effects.
Question 215,8. The continual motion of a movable device in the complete absence of friction is known as,a) PMM2,b) PMM3,c) PMM1,d) PMM0,b,Explanation: This is not possible since lubrication cannot be completely eliminated.
Question 216,10. Which of the following is irreversible?,a) stirring work,b) friction work in moving devices,c) current flowing through a wire,d) all of the mentioned,d,Explanation: All these processes includes a particular cause of irreversibility.
Question 217,11. A process will be reversible if it has,a) no dissipative effects,b) dissipative effects,c) depends on the given conditions,d) none of the mentioned,a,"Explanation: Without any dissipative effects, a process can perform in a reversible manner."
Question 218,12. Irreversibility can be distinguished in how many types?,a) 0,b) 1,c) 2,d) 3,c,Explanation: Tow types of irreversibility are internal and external irreversibility.
Question 219,13. Internal irreversibility is caused by,a) internal dissipative effects,"b) friction, turbulence","c) electrical resistance, magnetic hysteresis",d) all of the mentioned,d,Explanation: Internal dissipative effects are the major cause of internal irreversibility.
Question 220,15. Which of the following is true?,a) mechanical irreversibility is due to finite pressure gradient,b) thermal irreversibility is due to finite temperature gradient,c) chemical irreversibility is due to finite concentration gradient,d) all of the mentioned,d,Explanation: These are some other distinctions of irreversibility.
Question 221,2. A reversible cycle has following processes.,a) 4 isothermal processes,b) 4 adiabatic processes,c) 2 isothermal and 2 adiabatic processes,d) none of the mentioned,c,Explanation: Two reversible isotherms and two reversible adiabatics constitute a Carnot cycle.
Question 222,3. The correct sequence of the processes taking place in a carnot cycle is,a) adiabatic -> adiabatic -> isothermal -> isothermal,b) adiabatic -> isothermal -> adiabatic -> isothermal,c) isothermal -> isothermal -> adiabatic -> adiabatic,d) isothermal -> adiabatic -> isothermal -> adiabatic,d,Explanation: Carnot cycle consists if these four processes in succession.
Question 223,"4. The reversed heat engine takes heat from a ___ temperature body, then discharges it to a ___ temperature body and ___ an inward flow of network.","a) high, low, receives","b) low, high, receives","c) high, low, gives","d) low, high, gives",b,"Explanation: In reversed heat engine, the magnitude of energy transfers remains same and only directions change."
Question 224,5. Example of reversed heat engine is,a) heat pump,b) refrigerator,c) both of the mentioned,d) none of the mentioned,c,Explanation: Heat pump and refrigerator are the types of reversed heat engine.
Question 225,7. The efficiency of all reversible heat engines operating between the same heat reservoirs is,a) same,b) independent of the nature of working substance,c) independent of the amount of working substance,d) all of the mentioned,d,Explanation: This statement is a corollary of Carnot’s theorem.
Question 226,8. Efficiency of a reversible heat engine is given by,a) 1-(T1/T2),b) 1-(T2/T1),c) (T1/T2)-1,d) (T2/T1)-1,b,"Explanation: Efficiency=1-(Q2/Q1) and T2,T1 are temperatures at which heat is rejected and received."
Question 227,"9. For a reversible refrigerator, Coefficient of Performance is given by",a) T2/(T1-T2),b) T1/(T1-T2),c) T2/(T2-T1),d) T1/(T2-T1),a,"Explanation: For a reversible refrigerator, (Q1/Q2)=(T1/T2)."
Question 228,"10. For a reversible heat pump, COP is given by",a) T2/(T1-T2),b) T1/(T1-T2),c) T2/(T2-T1),d) T1/(T2-T1),b,"Explanation: For a reversible heat pump we have, (Q1/Q2)=(T1/T2)."
Question 229,2. The absolute thermodynamic temperature scale is also known as,a) celsius scale,b) kelvin scale,c) fahrenheit scale,d) none of the mentioned,b,Explanation: It was proposed by Kelvin.
Question 230,"3. In defining the temperature scale, the standard reference point is taken as",a) zero kelvin,b) boiling point of water,c) triple point of water,d) none of the mentioned,c,Explanation: Triple point of water is taken as the standard reference point.
Question 231,"4. When the heat transferred isothermally between the given _____ decreases, the temperature ____","a) isotherms, increases","b) isotherms, decreases","c) adiabatics, increases","d) adiabatics, decreases",d,"Explanation: This comes from the equation, T=(273.16)(Q/Q1)."
Question 232,"5. If a system undergoes a reversible isothermal process without transfer of heat, the temperature at which this process takes place is called",a) absolute zero,b) triple point of water,c) boiling point of water,d) none of the mentioned,a,Explanation: The smallest possible value of Q which is the amount of heat supply is zero and the corresponding temperature is zero.
Question 233,7. A definite zero point ___ on the absolute temperature scale but this point ___ be reached ___ violation of the second law.,"a) doesnot, can, without","b) exists, cannot, without","c) exists, can, with",d) none of the mentioned,b,"Explanation: When the heat rejected approaches zero, the temperature of heat rejection approaches zero as a limit."
Question 234,"8. Which law is stated here, “It is impossible to reduce any system to the absolute zero of temperature in a finite number of operations.",a) first law of thermodynamics,b) second law of thermodynamics,c) third law of thermodynamics,d) none of the mentioned,c,Explanation: Any attainable value of absolute temperature is always greater than zero.
Question 235,10. The Kelvin temperature is numerically equal to the _____ and may be measured by means of a _____,"a) gas temperature, liquid thermometer","b) ideal gas temperature, gas thermometer","c) ideal gas temperature, liquid thermometer",d) none of the mentioned,b,Explanation: _=T=273.16K . 
Question 236,"2. According to the Clausius’ theorem, the cyclic integral of ____ for a reversible cycle is zero.",a) dW/dT,b) dH/dT,c) dQ/dT,d) dE/dT,c,Explanation: Q is the total heat supplied or heat rejected in the complete cycle.
Question 237,4. The efficiency of a general cycle will be _____ the efficiency of a reversible cycle.,a) equal to,b) less than,c) equal to or greater than,d) equal to or less than,d,Explanation: The efficiency of a reversible cycle is maximum.
Question 238,5. The cyclic integral of entropy is____,a) one,b) zero,c) infinity,d) cannot be determined,b,Explanation: The cyclic integral of any property is zero and entropy is a property.
Question 239,6. Which of the following is known as the inequality of Clausius?,a) cyclic integral of dQ/T<=0,b) cyclic integral of dQ/T>=0,c) cyclic integral of dW/T<=0,d) cyclic integral of dW/T>=0,a,Explanation: It provides the criterion for the reversibility of a cycle.
Question 240,7. If the cyclic integral of dQ/T is zero then the cycle is,a) irreversible but not possible,b) irreversible but possible,c) impossible,d) reversible,d,Explanation: This comes from the inequality of Clausius.
Question 241,8. If the cyclic integral of dQ/T is less than zero then the cycle is,a) irreversible but not possible,b) irreversible and possible,c) impossible,d) reversible,b,Explanation: This comes from the inequality of Clausius.
Question 242,9. If the cyclic integral of dQ/T is greater than zero then the cycle is,a) irreversible but not possible,b) irreversible but possible,c) impossible,d) reversible,c,Explanation: This comes from the inequality of Clausius.
Question 243,"10. If dQ is the heat supplied at T and dQ2 is the heat rejected at T2, then efficiency is given by",a) 1-(dQ2/dQ),b) 1-(dQ/dQ2),c) (dQ/dQ2)-1,d) (dQ2/dQ)-1,a,Explanation: Efficiency is given by = 1-(heat reached/heat supplied).
Question 244,11.  A heat engine receives 6 kW from a source at 250°C and rejects heat at 30°C with W. = 0 kW. Does this satisfy the inequality of Clausius?,a) yes,b) no,c) cannot be said,d) none of the mentioned,a,"Explanation: _ dQ/T = (6000/523) – (6000/303) =  –8.33 kW/K < 0. [/expand]12. A heat engine receives 6 kW from a source at 250°C and rejects heat at 30°C with W. = 6 kW. Does this satisfy the inequality of Clausius?a) yes b) noc) cannot be saidd) none of the mentioned[expand title=""View Answer""]Answer: b Explanation: _ dQ/T = (6000/523) - (0/303) = 11.47 kW/K > 0. "
Question 245,2. Integral of dQ/T of a reversible path is given by,a) Si-Sf,b) Sf-Si,c) Si+Sf,d) -Si-Sf,b,Explanation: Integral of dQ/T is = Sf-Si where i=initial equilibrium state and f=final equilibrium state.
Question 246,3. Entropy is a,"a) path function, intensive property","b) path function, extensive property","c) point function, intensive property","d) point function, extensive property",d,Explanation: Fact about entropy and unit of entropy is J/K.
Question 247,4. Specific entropy is given by( where m is the mass),a) Sm,b) m/S,c) S/m,d) none of the mentioned,c,Explanation: s=S/m with unit J/kg K.
Question 248,5. For any process which is undergone by a system,a) dQ/T>=ds,b) dQ/T<=ds,c) dQ/T≠ds,d) none of the mentioned,b,Explanation: For any process dQ/T<=ds and this comes from Clausius theorem.
Question 249,"6. For a reversible process,",a) dS=dQ/T,b) dS>dQ/T,c) dS<dQ/T,d) none of the mentioned,a,"Explanation: For a reversible process, dQ/T is equal to the net change in entropy."
Question 250,"7. For an irreversible process,",a) dS=dQ/T,b) dS>dQ/T,c) dS<dQ/T,d) none of the mentioned,b,"Explanation: For a irreversible process, change in entropy is greater than dQ/T."
Question 251,"8. For two different paths between same two points, entropy change is",a) depends on path taken,b) different,c) same,d) none of the mentioned,c,Explanation: This is because entropy is a property.
Question 252,"9. For the general case, we can write",a) S2-S1<=dQ/T for a path,b) S2-S1>=dQ/T for a path,c) S2-S1≠dQ/T for a path,d) none of the mentioned,b,Explanation: The equality sign holds good for a reversible process and the inequality sign for an irreversible process.
Question 253,"10. When two equilibrium states are infinitesimally near,",a) dQ/T=dS,b) dQ/T>dS,c) dQ/T<dS,d) none of the mentioned,a,Explanation: dS is an exact differential because S is a point function and a property.
Question 254,"1. For a reversible heat transfer and process being adiabatic, which of the following is true?",a) dQ=0,b) dS=0,c) S=constant,d) all of the mentioned,d,Explanation: dQ=0 since process is reversible and adiabatic and dS=dQ/T. 
Question 255,3. The area under the curve ∫TdS is equal to the,a) work done,b) heat transferred,c) internal energy change,d) none of the mentioned,b,Explanation: Q(reversible)=∫TdS. 
Question 256,4. Which of the following statement is true?,"a) for reversible isothermal heat transfer, Q=t(Sf-Si)","b) for reversible adiabatic process, S=constant",c) both of the mentioned,d) none of the mentioned,c,"Explanation: For reversible isothermal heat transfer, T=constant and for reversible adiabatic process, dS=0."
Question 257,5.  A Carnot cycle has following processes.,a) 4 reversible isotherms,b) 4 reversible adiabatics,c) 2 reversible isotherms and 2 reversible adiabatics,d) none of the mentioned,c,Explanation: Two reversible isotherms and two reversible adiabatics constitute a Carnot cycle.
Question 258,6. Net work in a Carnot cycle is given by (T1=temperature of heat addition and T2=temperature of heat rejection),a) (T2-T1)(S1-S4),b) (T1-T2)(S1-S4),c) (T1-T2)(S4-S1),d) none of the mentioned,b,Explanation: Net work=Q1-Q2=(T1-T2)(S1-S4). 
Question 259,"8. For adiabatic, reversible transition,",a) Adx+Bdy+Cdz=-1,b) Adx+Bdy+Cdz=1,c) Adx+Bdy+Cdz=0,d) none of the mentioned,c,Explanation: dQ=Adx+Bdy+Cdz=0 for adiabatic and reversible process.
Question 260,"9. For quasi-static, adiabatic path",a) Adx+Bdy+Cdz=TdS,b) Adx+Bdy+Cdz=1,c) Adx+Bdy+Cdz=0,d) none of the mentioned,a,Explanation: This comes from Caratheodory’s theorem.
Question 261,1. Which of the following is true?,"a) for an isolated system, dS>=0","b) for a reversible process, dS=0","c) for an irreversible process, dS>0",d) all of the mentioned,d,"Explanation: For an isolated system which does not undergo any energy interaction with the surroundings, dQ=0 and also dS>=dQ/T."
Question 262,2. The entropy of an isolated system can never ____,a) increase,b) decrease,c) be zero,d) none of the mentioned,b,Explanation: The entropy of an isolated system always increases and remains constant only when the process is reversible.
Question 263,4. Entropy may decrease locally at some region within the isolated system. How can this statement be justified?,a) this cannot be possible,b) this is possible because entropy of an isolated system can decrease.,c) it must be compensated by a greater increase of entropy somewhere within the system.,d) none of the mentioned,c,Explanation: The net effect of an irreversible process is an entropy increase of the whole system.
Question 264,5. Clausius summarized the first and second laws of thermodynamics as,a) the energy of the world is constant,b) the entropy of the world tends towards a maximum,c) both of the mentioned,d) none of the mentioned,c,Explanation: These two statements were given by Clausius.
Question 265,6. The entropy of an isolated system always ____ and becomes a ____ at the state of equilibrium.,"a) decreases, minimum","b) increases, maximum","c) increases, minimum","d) decreases, maximum",b,"Explanation: If entropy of an isolated system varies with some parameter, then there is a certain value of that parameter which maximizes the entropy."
Question 266,8. Which of the following can be considered as an application of entropy principle?,a) transfer of heat through a finite temperature difference,b) mixing of two fluids,c) maximum temperature obtainable from two finite bodies,d) all of the mentioned,d,Explanation: These are some basic applications of entropy principle.
Question 267,"9. The final temperatures of two bodies, initially at T1 and T2 can range from",a) (T1-T2)/2 to sqrt(T1*T2),b) (T1+T2)/2 to sqrt(T1*T2),c) (T1+T2)/2 to (T1*T2),d) (T1-T2)/2 to (T1*T2),b,Explanation: (T1+T2)/2 is the temperature when there is no delivery of work and sqrt(T1*T2) is the temperature with maximum delivery of work.
Question 268,10. Which of the following processes exhibit external mechanical irreversibility?,a) isothermal dissipation of work,b) adiabatic dissipation of work,c) both of the mentioned,d) none of the mentioned,c,Explanation: These processes exhibit external mechanical irreversibility.
Question 269,"1. For the flow of electric current through a resistor,","a) at steady state, internal energy of resistor is constant","b) at steady state, temperature of resistor is constant",c) W=Q,d) all of the mentioned,d,Explanation: Internal energy is dependent on temperature and by first law Q=_E+W.
Question 270,"2. When stirring work is supplied to a viscous thermally insulated liquid, temperature of the liquid",a) remains constant,b) increases,c) decreases,d) none of the mentioned, ,Answer: d
Question 271,3. A car uses power of 25 hp for a one hour in a round trip. A thermal efficiency of 35% can be assumed? Find the change in entropy if we assume ambient at 20°C?,a) 554.1 kJ/K,b) 654.1 kJ/K,c) 754.1 kJ/K,d) 854.1 kJ/K,b,"Explanation: E = _ W dt = 25 hp _ 0.7457 (kW/hp) _ 3600 s = 67 113 kJ = _ Q			 Q = E / _ = 67 113 / 0.35 = 191 751 kJ			 ∆S = Q / T = 191 751 / 293.15 = 654.1 kJ/K. "
Question 272,"4. In a Carnot engine working on ammonia, the high temperature is 60°C and as QH is received, the ammonia changes from saturated liquid to saturated vapor. The ammonia pressure at low temperature is 190 kPa. Find the entropy. ",a) 4.6577 kJ/kg K,b) 5.6577 kJ/kg K,c) 6.6577 kJ/kg K,d) 7.6577 kJ/kg K,a,"Explanation: qH = ∫ Tds = T (s2 – s1) = T s(fg) = h2 – h1 = h(fg) = 997.0 kJ/kg			 TL = T3 = T4 = Tsat(P) = –20°C			 _(cycle) = 1 – (Tl/Th) = 1 – (253.2/333.2) = 0.24			 s3 = s2 = sg(60°C) = 4.6577 kJ/kg K. "
Question 273,"5. A slab of concrete, 5 _ 8 _ 0.3 m, is used as a thermal storage mass in a house. The slab cools overnight from 23°C to 18°C in an 18°C house, find the net entropy change associated with this process?",a) 0.4 kJ/K,b) 1.4 kJ/K,c) 2.4 kJ/K,d) 3.4 kJ/K,d,"Explanation: V = 5 _ 8 _ 0.3 = 12 m^3; m = _V = 2200 _ 12 = 26400 kg			 V = constant so 1W2 = 0; 1Q2 = mC∆T = 26400 _ 0.88(-5) = -116160 kJ			 ∆S(SYST) = m(s2 – s1) = mC ln(T2/T1) = 26400 _ 0.88 ln (291.2/296.2) = -395.5 kJ/K			 ∆S(SURR) = -1Q2/T0 = +116160/291.2 = +398.9 kJ/K			 ∆S(NET) = -395.5 + 398.9 = +3.4 kJ/K. "
Question 274,"6. A foundry form box with 25 kg of 200°C hot sand is dropped into a bucket with 50 L water at 15°C. Assuming there is no heat transfer with the surroundings and no boiling away of water, calculate the net entropy change for the process.",a) 2.37 kJ/K,b) 2.47 kJ/K,c) 2.57 kJ/K,d) 2.67 kJ/K,c,"Explanation: C.V. Sand and water, constant pressure process			 m(sand)∆h(sand) + m(H2O)∆h(H2O) = 0			 m(sand)C∆T(sand) + m(H2O)C(H2O)∆T(H2O) = 0			 25 _ 0.8_(T2 – 200) + (50_10^(-3)/0.001001) _ 4.184 _ (T2 – 15) = 0 hence T2 = 31.2°C			 ∆S = 25 _ 0.8 ln(304.3/473.15) + 49.95 _ 4.184 ln(304.3/288.15)= 2.57 kJ/K. "
Question 275,7.  Calculate the change in entropy if 1 kg of saturated liquid at 30°C is converted into superheated steam at 1 bar and 200°C .,a) 5.3973 kJ/K,b) 6.3973 kJ/K,c) 7.3973 kJ/K,d) none of the mentioned,c,"Explanation: si= sf @30 C = 0.4369 kJ/kg.K,			 se = sg @1 bar and 200 C = 7.8342 kJ/kg.K			 Change in entropy (∆S) = m*( se – si) = 1*(7.8342 – 0.4369) = 7.3973 kJ/K. "
Question 276,8.  Two kilograms of water at 120°C with a quality of 25% has its temperature raised by 20°C in a constant volume process. What is the new specific entropy?,a) 3.01517 kJ/kg.K,b) 4.01517 kJ/kg.K,c) 5.01517 kJ/kg.K,d) 7.01517 kJ/kg.K,b,"Explanation: v1 = vf @120 C + x1*vfg @120 C = 0.00106 + 0.25*0.8908 = 0.22376 m3/kg			 v2 = v1 = vf @145 C + x2*vfg @145 C = 0.00108 + x2*0.50777 _ x2 = 0.4385			 New specific entropy (s2) = sf @145 C + x2*sfg @145 C= 1.739 +0.4385*5.1908 = 4.01517 kJ/kg.K. "
Question 277,"9.  A thermal reservoir at 538°C is brought into thermal communication with another thermal reservoir at 260°C, and as a result 1055 kJ of heat is transferred only from the higher to lower temperature reservoir. Determine the change in entropy of the universe due to the exchange of heat between these two thermal reservoirs.",a) 0.378182 kJ/K,b) 0.478182 kJ/K,c) 0.578182 kJ/K,d) 0.678182 kJ/K,d,"Explanation: (∆S)System = ∫_Q/T = –1055/(538 + 273.15) + 1055/(260 + 273.15)= 0.678182 kJ/K			 (∆S)Surroundings = ∫_Q/T = 0			 Change in entropy of the universe ((∆S)Universe) = (∆S)System + (∆S)Surroundings = 0.678182 kJ/K. "
Question 278,"10. A glass jar is filled with saturated water at 500 kPa of quality 25%, and a tight lid is put on. Now it is cooled to -10°C. What is the mass fraction of solid at this temperature?",a) 99.98%,b) 98.98%,c) 93.98%,d) 95.98%,a,"Explanation: Constant volume v1=v2=V/m			 from steam table, Psat = 500 kPa and hence Tsat =  151.8°C			 v1 = 0.001093 + 0.25*0.3738 = 0.094543			 v2 = 0.0010891 + x2*466.756 = v1 = 0.094543			 x2 = 0.002 mass fraction vapour			 x(solid) = 1- x2 = 0.9998 or 99.98%. "
Question 279,1. Entropy can be transferred to or from a system in which of the following forms?,a) heat transfer,b) mass flow,c) both of the mentioned,d) none of the mentioned,c,Explanation: Entropy is transferred by these two forms while energy id transferred by work also.
Question 280,"3. If heat Q flows reversibly from the system to the surroundings at To,",a) entropy increase of the surroundings is Q/To,b) entropy of the system is reduced by Q/To,c) system has lost entropy to the surroundings,d) all of the mentioned,d,Explanation: We can say that there is entropy transfer from the system to the surroundings along with heat flow.
Question 281,"5. ____ is exchanged during work interaction, whereas both ____ and ____ are exchanged during heat transfer.","a) energy, energy and entropy","b) entropy, energy and entropy","c) mass, energy and entropy",d) none of the mentioned,a,Explanation: This is the distinction between heat transfer and work which is brought about by the second law.
Question 282,6. Mass contains,a) entropy,b) energy,c) both of the mentioned,d) none of the mentioned,c,Explanation: This is a basic fact and the entropy and energy of a system are proportional to the mass.
Question 283,7. The entropy of a system ____ by ____ when the mass of amount m enters it.,"a) decreases, ms","b) increases, ms","c) decreases, s/m","d) increases, s/m",b,"Explanation: When mass m enters a system, an entropy of amount ms, s being the specific entropy, accompanies it. "
Question 284,8. What happens when heat is added to the system?,a) dQ is positive,b) dS=dQ/T,c) entropy of the system increases,d) all of the mentioned,d,"Explanation: dS=dQ/T and when heat is added, dQ=positive and thus dS=positive."
Question 285,10. Which of the following explains that there is no entropy transfer associated with work.,a) working of flywheel,b) compression of spring,c) raising of weight by a certain height,d) all of the mentioned,d,"Explanation: In all these examples, there is work done but there is no entropy transfer."
Question 286,1. The entropy of any closed system can increase in which if the following way?,a) by heat interaction in which there is entropy transfer,b) dissipative effects or internal irreversibilities,c) both of the mentioned,d) none of the mentioned,c,Explanation: These two processes increase the entropy of a closed system.
Question 287,2. Entropy increase dS of the system can be expressed as,a) dS=dS(due to external heat interaction)-dS(due to internal irreversibility),b) dS=dS(due to external heat interaction)+dS(due to internal irreversibility),c) dS=-dS(due to external heat interaction)-dS(due to internal irreversibility),d) dS=-dS(due to external heat interaction)+dS(due to internal irreversibility),b,Explanation: Total entropy increase of the system is the sum of these two entropies.
Question 288,4. Which of the following statement is true?,"a) if the isentropic process is reversible, it must be adiabatic","b) if the isentropic process is adiabatic, it cannot but be reversible","c) if the process is adiabatic and reversible, it must be isentropic",d) all of the mentioned,d,"Explanation: An adiabatic process need not be isentropic, since entropy can also increase due to friction."
Question 289,5. Lost work is given by,a) pdV-dW,b) pdV+dW,c) -pdV-dW,d) pdV*dW,a,Explanation: The lost work d(LW) indicates the work that is lost due to irreversibility.
Question 290,6. The amount of entropy generation is given by,a) S2+S1+∫(dQ/T),b) S2-S1+∫(dQ/T),c) S2-S1-∫(dQ/T),d) none of the mentioned,c,Explanation: Here (S2-S1) is the entropy change of the system and ∫(dQ/T) is the entropy transfer.
Question 291,8. Which of the following statement is false?,"a) for a reversible process, entropy generation is zero",b) the entropy generation does not depend on the path the system follows,"c) for an irreversible process, entropy generation is greater than zero",d) none of the mentioned,b,Explanation: Entropy generation is not a thermodynamic property and depends on the path that system follows.
Question 292,"9. If the path A causes more entropy generation than path B, then",a) path A is more irreversible than path B,b) path A involves more lost work,c) both of the mentioned,d) none of the mentioned,c,Explanation: The amount of entropy generation quantifies the intrinsic irreversibility of the process.
Question 293,"10. In an open system, there is a transfer of which of the following quantity?",a) mass,b) energy,c) entropy,d) all of the mentioned,d,"Explanation: In an open system, there is a transfer of all these three quantities."
Question 294,11. The rate of entropy increase of the control volume ____ or ____ the net rate of entropy transfer to it.,a) exceeds or is less than,"b) exceeds, is equal to","c) is less than, or equal to",d) none of the mentioned,b,Explanation: The difference is the entropy generated within the control volume due to irreversibility.
Question 295,13. The rate at which entropy is transferred out must ____ the rate at which entropy enters the control volume.,a) be less than,b) equal to,c) exceed,d) none of the mentioned,c,Explanation: The difference is the rate of entropy generated within the control volume owing to irreversibilities.
Question 296,14.  A chip dissipates 2 kJ of electric work and rejects it as heat transfer from its surface which is at 50°C to 25°C air. How much entropy is generated in the chip?,a) 4.19 J/K,b) 5.19 J/K,c) 6.19 J/K,d) 7.19 J/K,c,"Explanation: C.V.1 Chip with surface at 50°C, we assume chip state is constant.			 U2 – U1 = 0 = 1Q2 – 1W2 = W(electrical,in) – Q(out,1)			 S2 – S1 = 0 = – [Q(out,1)]/[T(surf)] + 1S2(gen1)			 1S2(gen1) = [Q(out,1)]/[T(surf)] =  W(electrical,in) / T(surf) = 2/323.15 = 6.19 J/K. "
Question 297,15. A chip dissipates 2 kJ of electric work and rejects it as heat transfer  from its surface which is at 50°C to 25°C air. How much entropy is generated outside the chip?,a) 0.419 J/K,b) 0.519 J/K,c) 0.619 J/K,d) 0.719 J/K,b,"Explanation: C.V.2 From chip surface at 50°C to air at 25°C, assume constant state.			 U2 – U1 = 0 = 1Q2 – 1W2 = Q(out,1) – Q(out,2)			 S2 – S1 = 0 = [Q(out,1) / T(surf)] – [Q(out,2) / T(air)] + 1S2(gen2)			 1S2(gen2)  = [Q(out,2) / T(air)] – [Q(out,1) / T(surf)]= (2/298.15) – (2/323.15) = 0.519 J/K. "
Question 298,1. 1 kg of air at 300 K is mixed with 1 kg air at 400 K in a constant pressure process at 100 kPa and Q = 0. Find the entropy generation in the process.,a) 0.0207 kJ/K,b) 0.0307 kJ/K,c) 0.0407 kJ/K,d) 0.0507 kJ/K,a,"Explanation: U2 – U1 + W = U2 – U1 + P(V2 – V1) = H2 – H1 = 0			 H2 – H1 = mA(h2 – h1)A + mB(h2 – h1)B = mACp(T2 – TA1) + mBCp(T2 – TB1) = 0			 T2 =(mATA1 + mBTB1)/(mA + mB) = (TA1/2) + (TB1/2) = 350 K			 1S2 gen = mACp ln(T2/TA1) + mBCp ln(T2/TB1)			 = 1 _ 1.004 ln [350/300] + 1 _ 1.004 ln[350/400]			 = = 0.15477 – 0.13407 = 0.0207 kJ/K. "
